ID,Source,Severity,Distance(mi),Description,Side,County,Airport_Code,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration,monthidx,SHour
A-2085922,MapQuest,3,0.0,Right shoulder and #3 lane blocked due to accident on I-280 Southbound before Exit 52 San Jose Ave.,R,San Francisco,KSFO,60.8,77.0,29.94,10.0,West,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,27,05
A-2085988,MapQuest-Bing,2,0.0,#1 lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,68.0,63.0,29.97,10.0,WNW,12.7,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,27,14
A-2085991,MapQuest,2,0.0,#4 lane blocked due to accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,75.9,46.0,29.95,10.0,WNW,18.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,27,15
A-2086008,MapQuest,3,1.80999994278,Entry ramp to I-80 Eastbound from Bryant St Westbound lane blocked due to accident.,R,San Francisco,KOAK,64.0,70.0,29.94,10.0,WNW,16.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,27,17
A-2086015,MapQuest,3,0.0,#1 lane blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,R,San Francisco,KOAK,61.0,75.0,29.95,10.0,West,13.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,27,18
A-2088293,MapQuest,2,0.0,Accident on US-101 Northbound after Duboce Ave.,R,San Francisco,KSFO,60.1,64.0,29.92,10.0,WNW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,27,03
A-2088377,MapQuest,3,0.939999997616,Accident on entry ramp to I-280 Northbound from San Jose Ave Northbound.,L,San Francisco,KSFO,70.0,49.0,29.96,10.0,WNW,18.4,Clear,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,27,13
A-2090688,MapQuest,3,0.0,Right hand shoulder blocked due to accident on I-280 Northbound before Exit 55 Cesar Chavez St.,R,San Francisco,KSFO,66.0,60.0,29.95,10.0,North,3.5,Scattered Clouds,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,29,27,09
A-2090720,MapQuest,2,0.0,Restrictions due to accident on The Embarcadero both ways at Sansome St.,R,San Francisco,KOAK,62.1,72.0,29.96,10.0,West,17.3,Scattered Clouds,False,True,False,False,False,True,False,False,False,True,False,Day,Day,Day,Day,59,27,16
A-2093038,MapQuest,3,0.0,One lane blocked due to accident on I-280 Southbound before US-101 .,R,San Francisco,KSFO,61.0,62.0,29.95,10.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,27,07
A-2093077,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Presidio Pkwy Northbound near Exit 437 Main Post Tunnel Southbound.,R,San Francisco,KSFO,66.0,52.0,29.96,10.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,27,09
A-2093114,MapQuest,3,0.0,Accident on I-280 Northbound at Exit 50 Alemany Blvd.,R,San Francisco,KSFO,70.0,47.0,29.95,10.0,West,19.6,Partly Cloudy,False,True,False,False,False,True,True,False,False,False,False,Day,Day,Day,Day,46,27,18
A-2097856,MapQuest,2,0.0,Accident on US-101 Southbound before Exit 433A Vermont St.,R,San Francisco,KSFO,57.0,62.0,30.04,10.0,West,13.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,25,10
A-2097875,MapQuest,3,0.0,#1 lane blocked due to accident on I-80 Westbound at Exits 1A 1B US-101.,R,San Francisco,KSFO,62.1,52.0,30.03,10.0,WSW,13.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,25,13
A-2097879,MapQuest,3,0.0,One lane blocked and right hand shoulder blocked due to accident on I-80 Westbound at Exit 2A Harrison St.,R,San Francisco,KOAK,60.1,60.0,30.03,10.0,SW,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,25,13
A-2097885,MapQuest,2,0.0,Accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,61.0,54.0,30.01,10.0,WSW,19.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,25,14
A-2097931,MapQuest,2,0.0,Accident on Bay Shore Blvd at Cortland Ave.,L,San Francisco,KSFO,53.1,71.0,29.93,10.0,West,21.9,Partly Cloudy,False,True,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day,44,25,21
A-2100511,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Silver Ave.,R,San Francisco,KSFO,55.9,69.0,29.91,10.0,NNW,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,08
A-2100520,MapQuest,2,0.0,One lane blocked due to accident and incident on the railway on 3rd St both ways near 23rd St.,R,San Francisco,KOAK,53.1,80.0,29.91,10.0,South,6.9,Mostly Cloudy,False,True,False,False,False,True,True,False,False,True,False,Day,Day,Day,Day,44,26,08
A-2100528,MapQuest,3,0.0,Accident on I-80 Westbound near Harrison St.,R,San Francisco,KOAK,53.1,80.0,29.91,10.0,South,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2100562,MapQuest,3,0.0,Accident and oil spillage on I-80 Eastbound near Exit 2B Harrison St .,R,San Francisco,KOAK,64.0,56.0,29.87,10.0,West,12.7,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,14
A-2100569,MapQuest,2,0.0,Accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,61.0,60.0,29.86,10.0,West,13.8,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,15
A-2100598,MapQuest,3,1.80999994278,Accident on entry ramp to I-80 Eastbound from Bryant St.,R,San Francisco,KOAK,55.0,77.0,29.86,7.0,WSW,12.7,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,44,26,20
A-2103189,MapQuest,2,0.0,#1 lane blocked due to accident on US-101 Northbound before Exit 432 Bay Shore Blvd.,R,San Francisco,KSFO,53.1,74.0,29.95,10.0,SSE,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,41,26,06
A-2103216,MapQuest,2,0.0,Shoulder blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,55.0,72.0,29.98,10.0,SE,13.8,Scattered Clouds,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,59,26,08
A-2103244,MapQuest,3,0.759999990463,Exit ramp from I-280 Northbound at Exit 52 to San Jose Ave lane blocked due to accident.,L,San Francisco,KSFO,57.9,65.0,29.96,10.0,SE,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2103339,MapQuest-Bing,3,0.0,#3 lane blocked due to accident on I-80 Eastbound before 4th St.,R,San Francisco,KOAK,57.9,72.0,30.04,8.0,WSW,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,17
A-2105878,MapQuest,3,0.0,Accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,53.1,86.0,30.14,10.0,West,10.4,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2105881,MapQuest,3,0.0,Accident on I-280 Southbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,54.0,75.0,30.13,10.0,West,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2105883,MapQuest,3,0.0,Slow lane blocked due to accident on I-80 Eastbound at Exits 1 1C Harrison St.,R,San Francisco,KSFO,54.0,75.0,30.13,10.0,West,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,23
A-2105904,MapQuest,2,0.0,Right hand shoulder blocked due to accident on 8th St Southbound at Brannan St.,R,San Francisco,KSFO,53.1,80.0,30.18,10.0,South,3.5,Mostly Cloudy,True,True,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,44,26,05
A-2106023,MapQuest,2,0.0,Accident on San Jose Ave at Monterey Blvd.,L,San Francisco,KSFO,54.0,75.0,30.21,10.0,West,20.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,44,26,20
A-2108692,MapQuest,2,0.0,#1 lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,66.0,59.0,30.21,10.0,WNW,13.8,Scattered Clouds,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,13
A-2109596,MapQuest,2,0.0,Slow lane blocked due to accident on US-101 Golden Gate Brg Northbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,55.0,74.0,30.14,10.0,West,17.3,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2112388,MapQuest,3,1.58000004292,Accident on exit ramp from I-80 Westbound to Harrison St.,R,San Francisco,KOAK,53.1,86.0,30.13,10.0,WNW,12.7,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,02
A-2112393,MapQuest,2,0.600000023842,Exit ramp from US-101 Southbound to Third St lane blocked due to accident.,R,San Francisco,KSFO,54.0,75.0,30.11,10.0,West,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,44,26,04
A-2112447,MapQuest,2,0.0,#2 lane blocked due to accident on CA-1 Northbound after Lake St.,R,San Francisco,KSFO,63.0,56.0,30.14,10.0,West,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2112458,MapQuest,2,0.0,Right lane blocked due to accident on CA-1 Southbound at US-101 Presidio Pkwy.,R,San Francisco,KSFO,66.0,50.0,30.13,10.0,North,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,10
A-2112479,MapQuest,3,0.0,Accident on I-280 Southbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,66.9,51.0,30.11,10.0,West,21.9,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,15
A-2115018,MapQuest,2,0.0,Shoulder blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,54.0,90.0,30.07,8.0,SSW,4.6,Overcast,False,False,False,True,False,False,False,False,False,False,False,Night,Day,Day,Day,59,26,05
A-2115025,MapQuest,2,0.0,#1 lane blocked due to accident on US-101 Southbound before I-280 .,R,San Francisco,KSFO,54.0,80.0,30.06,10.0,WNW,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,06
A-2115026,MapQuest,2,0.0,#1 lane blocked due to accident on US-101 Southbound near Exit 432 Bay Shore Blvd.,R,San Francisco,KOAK,54.0,90.0,30.07,8.0,SSW,4.6,Overcast,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,06
A-2115029,MapQuest,2,0.0,Accident on US-101 Golden Gate Brg Southbound near Exit 439 Transit Transfer Facility. On the median.,R,San Francisco,KSFO,54.0,80.0,30.06,10.0,WNW,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,06
A-2115050,MapQuest,3,0.0,Right hand shoulder blocked due to accident on I-280 Southbound before Exit 52 San Jose Ave.,R,San Francisco,KSFO,55.4,77.0,30.09,10.0,WNW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,07
A-2115073,MapQuest,2,0.660000026226,Entry ramp to US-101 Southbound from Bay Shore Blvd shoulder blocked due to accident.,R,San Francisco,KSFO,57.0,74.0,30.11,10.0,WNW,11.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2115121,MapQuest,2,0.0,#4 toll lane blocked due to accident on US-101 Southbound at Golden Gate Bridge toll plaza.,R,San Francisco,KSFO,66.0,60.0,30.07,10.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,16
A-2115124,MapQuest,3,0.0,#1 lane blocked due to accident on I-80 Westbound at 5th St.,R,San Francisco,KOAK,64.0,73.0,30.08,10.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,16
A-2115126,MapQuest,3,0.0,Three lanes blocked due to accident on I-280 Northbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,66.0,60.0,30.07,10.0,West,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,17
A-2115136,MapQuest,3,1.80999994278,Accident on entry ramp to I-80 Eastbound from Bryant St.,R,San Francisco,KOAK,61.0,78.0,30.07,10.0,West,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,41,26,18
A-2117572,MapQuest,2,0.0,Lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KSFO,61.0,81.0,30.08,10.0,West,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,00
A-2117626,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Southbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,57.0,83.0,30.11,10.0,WSW,11.5,Overcast,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,59,26,08
A-2117661,MapQuest,2,0.0,Accident on 7th St at Brannan St.,R,San Francisco,KSFO,60.1,75.0,30.12,10.0,West,15.0,Overcast,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,44,26,09
A-2117665,MapQuest,3,0.879999995232,Exit ramp from I-280 Southbound to US-101 Southbound shoulder blocked due to accident.,L,San Francisco,KSFO,60.1,75.0,30.12,10.0,West,15.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2117681,MapQuest,2,0.0,Accident on Harrison St at 11th St.,L,San Francisco,KSFO,62.1,67.0,30.14,10.0,West,23.0,Mostly Cloudy,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,44,26,12
A-2117733,MapQuest,3,0.0,#1 lane blocked due to accident on I-80 Eastbound before Bryant St.,R,San Francisco,KOAK,63.0,65.0,30.03,10.0,West,19.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,18
A-2120272,MapQuest,3,0.0,Right shoulder and slow lane blocked due to accident on I-280 Southbound after Exit 57 6th St.,R,San Francisco,KOAK,50.0,96.0,29.98,10.0,ENE,4.6,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,Night,Night,Night,Night,44,26,02
A-2120328,MapQuest,3,0.230000004172,Exit ramp from I-280 Northbound to US-101 Northbound lane blocked due to multi-vehicle accident.,R,San Francisco,KSFO,61.0,62.0,30.0,10.0,WSW,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2120341,MapQuest,2,0.0,Accident on US-101 Northbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KSFO,62.1,60.0,30.0,10.0,West,16.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,11
A-2120351,MapQuest,3,1.80999994278,Accident on entry ramp to I-80 Eastbound from Bryant St.,R,San Francisco,KOAK,66.0,56.0,29.96,10.0,WSW,12.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,26,14
A-2120374,MapQuest,2,0.0,Accident on US-101 Presidio Pkwy Westbound at Exit 438 CA-1.,R,San Francisco,KSFO,63.0,58.0,29.94,10.0,West,25.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,30,26,16
A-2123029,MapQuest,2,0.0,Lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KSFO,53.1,77.0,29.9,10.0,West,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,00
A-2123030,MapQuest,2,0.0,Accident on US-101 Northbound at Exits 434A 434B 13th St.,R,San Francisco,KSFO,53.1,77.0,29.9,10.0,West,11.5,Partly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,26,00
A-2123031,MapQuest,3,0.0,Lane blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,53.1,89.0,29.9,9.0,SSW,13.8,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,00
A-2123126,MapQuest,3,0.0,#2 lane blocked due to accident on I-280 Northbound near Exit 57 King St.,R,San Francisco,KOAK,66.0,63.0,29.83,7.0,WSW,9.2,Mostly Cloudy,False,False,False,False,False,True,False,False,False,False,False,Day,Day,Day,Day,29,26,12
A-2123184,MapQuest,2,0.0,Accident on US-101 Northbound at Exit 433A Vermont St.,R,San Francisco,KSFO,64.9,50.0,29.75,10.0,West,16.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,26,20
A-2124145,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,75.9,38.0,29.87,10.0,Variable,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,11
A-2124928,MapQuest,3,0.0,Accident on I-280 Southbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,64.0,56.0,29.99,10.0,WSW,17.3,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,26,16
A-2124956,MapQuest,3,0.0,Accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,55.0,77.0,30.02,10.0,WNW,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2127284,MapQuest,2,0.0,Lane blocked due to accident on US-101 Southbound at Exit 432 Bay Shore Blvd.,R,San Francisco,KSFO,55.9,69.0,30.0,10.0,West,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,01
A-2127301,MapQuest,2,0.0,Accident on US-101 Northbound before Exit 433A Vermont St.,R,San Francisco,KOAK,54.0,80.0,30.0,8.0,WSW,8.1,Overcast,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,06
A-2127308,MapQuest,3,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound before 4th St.,R,San Francisco,KOAK,53.1,83.0,30.0,10.0,West,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,06
A-2127392,MapQuest,3,0.0,Lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,64.0,54.0,29.98,10.0,WSW,17.3,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,15
A-2127396,MapQuest-Bing,3,0.0,Slow lane blocked due to accident on I-280 Southbound at Exit 55 Pennsylvania Ave.,R,San Francisco,KOAK,62.1,62.0,29.99,10.0,WNW,17.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,44,26,15
A-2127406,MapQuest,2,0.0,Accident on US-101 Southbound at Van Ness Ave.,R,San Francisco,KSFO,63.0,56.0,29.97,10.0,West,18.4,Partly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,44,26,17
A-2130063,MapQuest,3,0.0,#1 and #2 lane blocked due to accident on I-80 Westbound before Harrison St.,R,San Francisco,KOAK,55.9,72.0,30.04,10.0,West,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,07
A-2132705,MapQuest,3,0.0,#1 lane blocked due to accident on I-280 Northbound before Exit 52 San Jose Ave.,R,San Francisco,KSFO,57.0,74.0,30.06,10.0,WSW,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,40,26,06
A-2132717,MapQuest,2,0.0,Right shoulder and one lane blocked due to accident on US-101 Golden Gate Brg Northbound near Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,59.0,67.0,30.07,10.0,West,6.9,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,42,26,07
A-2132743,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Southbound before Silver Ave.,R,San Francisco,KSFO,60.1,64.0,30.07,10.0,West,10.4,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,09
A-2135404,MapQuest,2,0.0,Accident on Junipero Serra Blvd both ways at CA-1 19th Ave.,R,San Francisco,KSFO,57.0,74.0,30.08,10.0,West,18.4,Scattered Clouds,False,True,False,False,False,True,False,False,False,True,False,Night,Night,Night,Night,44,26,23
A-2135405,MapQuest,3,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 57 King St.,R,San Francisco,KOAK,55.0,86.0,30.08,10.0,WNW,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,23
A-2135431,MapQuest,2,0.0,#3 lane blocked due to accident on US-101 Southbound after Exit 433A Vermont St.,R,San Francisco,KSFO,57.0,74.0,30.04,10.0,West,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,07
A-2135442,MapQuest,2,0.0,Accident on La Salle Ave at Garlington Ct.,L,San Francisco,KSFO,57.9,72.0,30.04,10.0,West,13.8,Mostly Cloudy,False,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,44,26,08
A-2135472,MapQuest,2,0.0,#1 & #2 lane blocked due to accident on US-101 Northbound at Exit 430B I-280.,R,San Francisco,KSFO,60.1,69.0,30.04,10.0,WSW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,10
A-2135485,MapQuest,3,0.0,#1 lane blocked due to accident on I-280 Northbound at Exit 54B US-101.,R,San Francisco,KSFO,63.0,65.0,30.04,10.0,WSW,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,26,12
A-2135510,MapQuest-Bing,3,0.0,#1 lane blocked due to accident on I-80 Eastbound at Exit 1 7th St.,R,San Francisco,KSFO,63.0,63.0,30.02,10.0,West,24.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,15
A-2137978,MapQuest,2,0.0,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 430A San Bruno Ave.,R,San Francisco,KSFO,57.0,72.0,30.03,10.0,West,17.3,Overcast,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,26,23
A-2138016,MapQuest,2,1.05999994278,Accident on exit ramp from US-101 Northbound at Exit 432 to Potrero Avenue.,R,San Francisco,KSFO,55.9,80.0,30.01,8.0,West,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,07
A-2138081,MapQuest,2,0.0,Accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,62.1,65.0,29.98,10.0,West,23.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,26,15
A-2138112,MapQuest,2,0.0,Accident on 34th Ave Southbound at Anza St.,L,San Francisco,KSFO,55.9,75.0,29.98,10.0,West,17.3,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,30,26,19
A-2138117,MapQuest,3,0.0,One lane blocked due to accident on I-80 Eastbound at 7th St.,R,San Francisco,KSFO,55.9,75.0,29.99,10.0,West,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,44,26,21
A-2138974,MapQuest,3,0.0,One lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,55.0,83.0,30.0,10.0,West,16.1,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,23
A-2139767,MapQuest,2,0.0,Accident on US-101 Lombard St Southbound at Octavia St.,L,San Francisco,KSFO,55.9,69.0,29.97,10.0,West,19.6,Overcast,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,59,26,23
A-2139772,MapQuest,3,0.0,Two lanes blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,54.0,83.0,29.96,10.0,West,21.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,26,01
A-2139786,MapQuest,3,0.0,#3 lane blocked due to debris on road and accident on I-80 Eastbound at 7th St.,R,San Francisco,KSFO,55.0,72.0,29.97,10.0,West,17.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,26,05
A-2142206,MapQuest,2,0.0,Lane blocked due to accident on Howard St both ways at 12th St.,R,San Francisco,KSFO,54.0,75.0,29.91,10.0,West,24.2,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,26,23
A-2142297,MapQuest,2,0.0,Accident on Bryant St Northbound at Boardman Pl.,R,San Francisco,KSFO,61.0,62.0,29.87,10.0,West,25.3,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,44,26,16
A-2142304,MapQuest,3,0.0,#3 lane blocked due to accident on I-280 Northbound before Cesar Chavez St.,R,San Francisco,KSFO,59.0,67.0,29.86,10.0,West,23.0,Mostly Cloudy,False,False,False,True,False,False,True,False,False,False,False,Day,Day,Day,Day,44,26,17
A-2142314,MapQuest,3,0.0,#2 lane blocked due to accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,57.0,81.0,29.87,9.0,WSW,18.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,18
A-2142324,MapQuest,2,0.0,Accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,55.9,75.0,29.9,10.0,WSW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2142325,MapQuest,3,0.0,Accident on I-80 Eastbound at Exits 1 1C Harrison St.,R,San Francisco,KSFO,55.9,75.0,29.9,10.0,WSW,11.5,Overcast,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,26,22
A-2144802,MapQuest-Bing,2,0.0,Accident on I-80 Eastbound before 4th St.,R,San Francisco,KOAK,57.9,84.0,29.9,9.0,WSW,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,44,26,17
